ID,Posted at,Screen name,Text
807380033874464768,2016-12-10 00:22:55 +0000,halilstr,#turkey #istanbul #goodtimes #good #reel #relax #relaxing #angry #clock #selfie #tbt #timeout… https://t.co/Eil5soQi98
807378491687612416,2016-12-10 00:16:47 +0000,thebestbroker,"No person ever calmed down, after being told multiple times ""calm down!"" #temper #tantrums #angry #roadrage #life #losangeles #car #bentley"
807378217354948608,2016-12-10 00:15:42 +0000,thebestbroker,"No person ever called down, after being told again and again ""calm down!"" #temper #tantrums #angry #roadrage #happiness #life #losangeles..."
807377209925267456,2016-12-10 00:11:41 +0000,ThisIsMySober,RT @ThisIsMySober: tbt that time in Jamaica we got in trouble had to run extra sprints but i killed it tho cause i was #angry 🏃‍♀️🔥🔥🔥🚌
807377160692436992,2016-12-10 00:11:30 +0000,ThisIsMySober,tbt that time in Jamaica we got in trouble had to run extra sprints but i killed it tho cause i was #angry 🏃‍♀️🔥🔥🔥🚌
807375625120083968,2016-12-10 00:05:23 +0000,ThatFunReadTchr,"When I Feel #Angry story: recognizing, expressing and managing anger. #Printable, color + b&w! $ https://t.co/SfQ4Fim3jq"
807374824628752385,2016-12-10 00:02:13 +0000,AshtonParker_,#angry clap
807373143283212289,2016-12-09 23:55:32 +0000,MaryPharaoh,#Angry that Bergdahl gets royal treatment & a hero like Matthew Styne is being prosecuted for killing a Taliban bomb maker!!
807372923614982145,2016-12-09 23:54:39 +0000,MuchMind,EMOTIONS/FEELINGS #SURVEILLANCE: People Are #ANGRY (35%) $SATISFIED (34.3%) #ENTANGLED (37.1%) ... https://t.co/luI9nyRnSv
807370528105394176,2016-12-09 23:45:08 +0000,MuchMind,"#Dow Jones Industrial Average {DJIA] Notwithstanding, #MainStreet is GLOOMY: Irrational #Gloom=5%; People Are… https://t.co/FEpNgeENiV"
807368172772933633,2016-12-09 23:35:47 +0000,VideDeSoucis,Twitter just updated itself without my permission. #angry
807366295771607040,2016-12-09 23:28:19 +0000,MonstaSwamp,"RT @MonstaSwamp: Don't Get Mad, Get Kraken (Short Action Cinematic) #RocketLeague #action #cinematic #short #explosion #rage #angry

https://t.co/PWZHBdAzXC"
807361578802806784,2016-12-09 23:09:35 +0000,ManyThin6s,#Angry Birds #Star Wars - Xbox 360  https://t.co/L2fgiNgAyG
807359001616904193,2016-12-09 22:59:20 +0000,ThatFunReadTchr,"When I Feel #Angry - recognizing, expressing & managing anger. Printable activity, color and b&w ver https://t.co/lAOuvM82Mr"
